Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,arabi-defline
Sevir.4G003400,-0.669829018,0.958618859,0.022903051,0.980258539,0.085209127,0.999694537,Terpenoid synthases superfamily protein
Sevir.4G003500,-3.938656989,NA,-0.44751275,NA,-0.076187953,0.999694537,NAC 007
Sevir.4G003600,-2.190888471,0.62402905,0.209604041,0.771108739,-0.006388324,0.999694537,Cupredoxin superfamily protein
Sevir.4G003700,-1.607491035,NA,0.678077548,NA,1.514214944,0.999694537,Rho GTPase activation protein (RhoGAP) with PH domain
Sevir.4G003800,-2.927044053,0.49098006,-0.088268286,0.919022934,0.352999588,0.999694537,BCL-2-associated athanogene 7
Sevir.4G003900,0.442035887,0.958618859,0.047638149,0.890081018,0.123318062,0.999694537,"RNA helicase, ATP-dependent, SK12/DOB1 protein"
Sevir.4G004000,-1.746656354,NA,1.097474214,NA,NA,NA,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Sevir.4G004100,1.233389371,0.958618859,-0.290100836,0.597498191,-0.445713472,0.999694537,GRAS family transcription factor
Sevir.4G004200,1.843438868,0.958618859,-1.005945336,4.61E-12,-0.26288433,0.999694537,PLANT CADMIUM RESISTANCE 2
Sevir.4G004201,1.101795921,NA,-0.337977333,NA,0.632973688,0.999694537,NA
Sevir.4G004400,-0.622007453,0.958618859,0.01118528,0.98600249,0.079414439,0.999694537,protein arginine methyltransferase 7
Sevir.4G004500,1.272144928,0.958618859,-0.037528734,0.879625399,0.00536239,0.999694537,RGPR-related
Sevir.4G004600,0.006539589,0.999111686,-0.072965305,0.858836073,0.078050056,0.999694537,Homeodomain-like superfamily protein
Sevir.4G004700,-0.236488286,0.968755565,-0.115438102,0.847925569,0.066899715,0.999694537,septum site-determining protein (MIND)
Sevir.4G004800,0.825207781,0.958618859,0.174768169,0.281285688,-0.061578128,0.999694537,Cwf15 / Cwc15 cell cycle control family protein
Sevir.4G004900,-0.235524534,0.970058187,0.055172374,0.935433378,0.573846949,0.999694537,Pectin lyase-like superfamily protein
Sevir.4G005000,-2.460768385,NA,0.272706129,NA,1.081354169,0.999694537,PPPDE putative thiol peptidase family protein
Sevir.4G005100,0.528342856,NA,0.29476647,0.726297571,-0.399163936,0.999694537,Protein of unknown function (DUF819)
Sevir.4G005200,-2.758946447,0.430647477,-0.287002436,0.12934163,-0.090844484,0.999694537,Ribosomal protein L6 family
Sevir.4G005300,0.529787292,0.958618859,-0.075005145,0.92687028,-0.557414189,0.999694537,nodulin MtN21 /EamA-like transporter family protein
Sevir.4G005400,0.160541792,NA,-1.487988422,NA,-0.213892038,0.999694537,NA
Sevir.4G005500,0.566436987,NA,-0.261489302,0.855928607,0.087288791,0.999694537,nodulin MtN21 /EamA-like transporter family protein
Sevir.4G005501,-0.399823481,NA,-1.131269998,NA,1.035702457,0.999694537,NA
Sevir.4G005600,-1.294181,NA,0.507551822,NA,-0.062246574,0.999694537,NA
Sevir.4G005601,1.261574598,0.958618859,0.250363897,0.023164102,-0.036721041,0.999694537,Protein kinase superfamily protein
Sevir.4G005700,NA,NA,NA,NA,NA,NA,NA
Sevir.4G005800,NA,NA,NA,NA,NA,NA,NA
Sevir.4G005900,-1.390558548,NA,0.135409015,NA,NA,NA,AP2/B3-like transcriptional factor family protein
Sevir.4G006000,-1.575970064,NA,1.800941401,NA,1.641564334,0.999694537,expansin A7
Sevir.4G006100,0.167532245,0.980234431,-0.328452703,0.011030988,-0.140211656,0.999694537,POX (plant homeobox) family protein
Sevir.4G006200,1.794795021,0.958618859,0.070846712,0.835227165,-0.430025856,0.999694537,Phosphoglycerate mutase family protein
Sevir.4G006300,1.265461528,0.958618859,-0.026283992,0.979882927,-0.617533167,0.999694537,brassinosteroid-responsive RING-H2
Sevir.4G006301,-1.070801349,NA,0.391590302,NA,-1.078244339,0.999694537,NA
Sevir.4G006400,-2.468290118,0.558429411,-0.018158801,0.991766838,-0.668179927,0.999694537,nodulin MtN21 /EamA-like transporter family protein
Sevir.4G006500,-0.509128197,0.960520067,-0.447063134,0.47697768,-0.558739141,0.999694537,nodulin MtN21 /EamA-like transporter family protein
Sevir.4G006600,-3.304668515,NA,-0.826079138,NA,-2.036092887,0.999694537,Plant invertase/pectin methylesterase inhibitor superfamily protein
Sevir.4G006700,1.05272081,0.958618859,0.01383862,0.970168013,-0.021196903,0.999694537,cell division cycle 48C
Sevir.4G006800,0.58470756,0.959532542,0.097097977,0.816932338,-0.026172494,0.999694537,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Sevir.4G006900,1.209467535,0.958618859,0.236804138,0.173173789,-0.051749917,0.999694537,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Sevir.4G007000,NA,NA,0.974453241,NA,-0.097302765,0.999694537,NA
Sevir.4G007100,1.170636576,0.958618859,0.690764762,0.173043899,0.493118444,0.999694537,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sevir.4G007200,NA,NA,NA,NA,NA,NA,NA
Sevir.4G007300,-0.826849852,0.958618859,0.06949534,0.91521262,-0.047859819,0.999694537,prefoldin 2
Sevir.4G007400,1.794506564,0.958618859,-0.013619694,0.974931203,-0.330750118,0.999694537,wall-associated kinase 2
Sevir.4G007401,1.070694819,0.958618859,0.703577951,0.116408937,0.284396791,0.999694537,starch synthase 3
Sevir.4G007402,1.194939822,0.958618859,0.461524544,0.525557396,0.543870291,0.999694537,UDP-Glycosyltransferase superfamily protein
Sevir.4G007403,0.583700786,0.958618859,0.128862111,0.656349045,0.11175525,0.999694537,EYES ABSENT homolog
Sevir.4G007700,0.167617403,NA,-0.427718814,NA,-0.096400634,0.999694537,"Late embryogenesis abundant protein, group 1 protein"
Sevir.4G007701,-0.48366326,NA,-1.399310241,NA,1.449982047,0.999694537,NA
Sevir.4G007800,-2.931923686,NA,-0.781546486,0.461622219,0.444925841,0.999694537,myb domain protein 9
Sevir.4G007801,0.089424393,NA,0.207080261,0.856908442,-0.251196465,0.999694537,NA
Sevir.4G007900,-0.83745575,0.958618859,0.008684999,0.987024288,-0.007702269,0.999694537,RNA-binding (RRM/RBD/RNP motifs) family protein
Sevir.4G008000,-1.816967705,NA,-0.324593716,NA,-1.77316661,0.999694537,AP2/B3-like transcriptional factor family protein
Sevir.4G008100,1.127704258,0.958618859,0.003996541,0.99171677,0.011541986,0.999694537,Phosphorylase superfamily protein
Sevir.4G008200,-0.844881573,0.958618859,0.150568505,0.593510887,-0.062935921,0.999694537,Phosphorylase superfamily protein
Sevir.4G008300,0.042032172,0.994874617,0.093126583,0.785581766,0.113258697,0.999694537,Pentatricopeptide repeat (PPR) superfamily protein
Sevir.4G008400,0.999830364,0.958618859,-0.040804619,0.954887936,0.348715428,0.999694537,Thioredoxin superfamily protein
Sevir.4G008500,-1.13319527,NA,0.499103136,NA,1.266441288,0.999694537,Protein of unknown function (DUF594)
Sevir.4G008600,-0.954100521,0.958618859,-0.268476981,0.204158262,-0.550483832,0.999694537,cellulose synthase-like D3
Sevir.4G008700,-0.068507172,0.993094657,0.053819092,0.90836909,0.152771521,0.999694537,Defender against death (DAD family) protein
Sevir.4G008800,1.778922299,0.958618859,-0.271012759,0.700158884,-0.151420054,0.999694537,HXXXD-type acyl-transferase family protein
Sevir.4G009000,1.052888713,0.958618859,-0.036467123,0.94277137,0.124361493,0.999694537,AMP-dependent synthetase and ligase family protein
Sevir.4G009100,0.739350038,0.958618859,0.329565102,0.133254354,0.021555237,0.999694537,NA
Sevir.4G009200,-0.884634664,0.958618859,0.0808407,0.71082137,-0.137355312,0.999694537,6-phosphogluconate dehydrogenase family protein
Sevir.4G009300,1.086133608,0.958618859,-0.084154168,0.742581707,0.102026166,0.999694537,extra-large GTP-binding protein 3
Sevir.4G009400,0.466589661,0.958618859,0.199490923,0.19885722,0.172632677,0.999694537,Tetratricopeptide repeat (TPR)-like superfamily protein
Sevir.4G009500,0.756713068,NA,-0.020659003,NA,0.163349248,0.999694537,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sevir.4G009501,NA,NA,NA,NA,NA,NA,NA
Sevir.4G009502,0.213820298,NA,-0.729466743,NA,0.608113145,0.999694537,NA
Sevir.4G009600,1.152541993,NA,-0.248767604,0.853838853,0.190158271,0.999694537,Tetratricopeptide repeat (TPR)-like superfamily protein
Sevir.4G009601,-0.072138637,0.994409078,-0.064675832,0.936732334,-0.456037594,0.999694537,NA
Sevir.4G009700,NA,NA,-2.375968474,NA,-1.037024366,0.999694537,NA
Sevir.4G009701,0.954914817,0.958618859,-0.355874355,0.496537978,-0.026661847,0.999694537,NA
Sevir.4G009900,0.199869036,0.972687893,0.121668173,0.599705752,0.009928267,0.999694537,"Transcription initiation factor TFIIE, beta subunit"
Sevir.4G010000,1.373255534,NA,-0.637280005,NA,-0.032025777,0.999694537,NA
Sevir.4G010100,-2.075666273,NA,0.30658621,NA,0.37302022,0.999694537,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sevir.4G010200,0.804646197,NA,1.8859725,NA,1.336093856,0.999694537,Protein of unknown function (DUF295)
Sevir.4G010300,-3.245674901,NA,0.507230581,NA,2.807878769,0.999694537,NA
Sevir.4G010400,-0.500626709,NA,-0.826079138,NA,NA,NA,NA
Sevir.4G010500,0.912781535,0.958618859,-0.194303586,0.751000746,0.038037136,0.999694537,F-box family protein with a domain of unknown function (DUF295)
Sevir.4G010600,1.343994355,NA,-1.02339961,NA,-1.293286089,0.999694537,F-box family protein with a domain of unknown function (DUF295)
Sevir.4G010700,NA,NA,NA,NA,NA,NA,NA
Sevir.4G010800,-1.497529401,0.958618859,-0.144964972,0.677749549,-0.203401265,0.999694537,NA
Sevir.4G010801,0.500935963,NA,-0.473164466,NA,-0.746267456,0.999694537,NA
Sevir.4G010802,-0.000335596,NA,-1.164769129,NA,0.551525177,0.999694537,NA
Sevir.4G010900,-2.875172147,0.425837591,0.372680796,0.439414398,-0.225676598,0.999694537,TCP-1/cpn60 chaperonin family protein
Sevir.4G011000,1.618468726,0.958618859,-0.331078881,0.354087296,-0.430546103,0.999694537,Tetratricopeptide repeat (TPR)-like superfamily protein
Sevir.4G011100,1.956976919,0.958618859,-0.158912616,0.615025696,-0.125899799,0.999694537,Protein of unknown function (DUF594)
Sevir.4G011101,-9.908516006,0.078768183,NA,NA,NA,NA,NA
Sevir.4G011200,1.325074686,0.958618859,-0.293714373,0.199138487,-0.210649392,0.999694537,cysteine-rich RLK (RECEPTOR-like protein kinase) 16
Sevir.4G011201,-1.857136207,NA,-0.377629947,NA,-0.02920347,0.999694537,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
Sevir.4G011202,1.168778799,NA,0.325501824,0.78215519,0.977288673,0.999694537,NA
Sevir.4G011203,-1.118582857,NA,-2.095452831,NA,-1.697610846,0.999694537,S-locus lectin protein kinase family protein
Sevir.4G011204,-1.736928301,NA,2.642905431,NA,NA,NA,"Coatomer, beta\' subunit"
Sevir.4G011400,-4.737084763,NA,-1.287206872,NA,0.196963093,0.999694537,NA
Sevir.4G011500,0.54134324,0.959891788,0.05367855,0.895835116,-0.104259691,0.999694537,Protein of unknown function (DUF1138)
Sevir.4G011600,-0.031177683,0.996387215,-0.078684865,0.910356633,0.167050706,0.999694537,NA
Sevir.4G011700,-0.342351288,NA,-0.313650618,NA,0.196268471,0.999694537,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sevir.4G011800,0.29829749,0.961475567,0.00967748,0.988929285,-0.030244055,0.999694537,Protein of unknown function (DUF1218)
Sevir.4G011900,0.648997162,0.958618859,-0.172980098,0.608172587,-0.033880018,0.999694537,NA
Sevir.4G012000,0.38049467,0.958618859,0.089050859,0.697789613,-0.083779063,0.999694537,acyl-CoA-binding protein 6
Sevir.4G012100,-1.084395559,0.958618859,0.541987093,0.287017139,0.111443872,0.999694537,Fe superoxide dismutase 2
Sevir.4G012101,0.535883799,NA,0.943077558,0.371140445,0.393647986,0.999694537,NA
Sevir.4G012200,-1.943181436,NA,0.577612033,NA,0.949686448,0.999694537,NA
Sevir.4G012300,-1.451456871,NA,0.003783379,NA,0.066742855,0.999694537,NA
Sevir.4G012400,4.27E-05,0.999981726,-0.262657836,0.653513595,0.23478751,0.999694537,ribosomal protein S15A E
Sevir.4G012500,1.417027467,0.958618859,0.138088559,0.344658459,0.045305474,0.999694537,Protein kinase superfamily protein
Sevir.4G012501,-1.316554564,0.958618859,-0.134794365,0.772265322,-0.199991897,0.999694537,growth-regulating factor 5
Sevir.4G012600,-0.062481726,0.993450244,-0.072649085,0.891527396,-0.023823889,0.999694537,syntaxin of plants 43
Sevir.4G012700,1.751475884,0.958618859,-0.000438012,0.999594153,-0.19996513,0.999694537,high-affinity nickel-transport family protein
Sevir.4G012800,0.234478268,0.966614945,0.143379954,0.465502204,0.061126653,0.999694537,ENHANCED DISEASE RESISTANCE 2
Sevir.4G012900,-1.46910043,0.958618859,-0.144270006,0.677971814,0.072993799,0.999694537,"plastid developmental protein DAG, putative"
Sevir.4G013000,0.552873561,NA,0.408992383,0.679776596,0.073334916,0.999694537,transferases;folic acid binding
Sevir.4G013100,0.74565943,0.958618859,0.184657948,0.440289912,-0.218338069,0.999694537,gametophytic factor 2
Sevir.4G013200,NA,NA,NA,NA,NA,NA,NA
Sevir.4G013300,-1.501570404,0.958618859,-0.479525663,0.711055517,-0.6057933,0.999694537,NA
Sevir.4G013400,-2.257497225,0.958618859,-0.698124333,0.343692208,-0.190209587,0.999694537,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Sevir.4G013500,NA,NA,NA,NA,NA,NA,NA
Sevir.4G013600,-0.875431929,0.958618859,-0.527549385,0.611604525,-0.519845632,0.999694537,Eukaryotic aspartyl protease family protein
Sevir.4G013700,-1.928012883,0.958618859,-0.998177811,0.086081715,-0.472706994,0.999694537,Eukaryotic aspartyl protease family protein
Sevir.4G013800,-0.09491607,0.993539052,-0.387158114,0.070982866,-0.325927137,0.999694537,Protein of unknown function (DUF594)
Sevir.4G013900,-4.411821796,NA,-0.853660925,NA,-0.046763209,0.999694537,NA
Sevir.4G014000,-0.889654497,0.958618859,0.048689192,0.899878851,-0.1238924,0.999694537,NA
Sevir.4G014100,-4.281896236,NA,0.137233754,NA,0.886528986,0.999694537,Protein of unknown function (DUF581)
Sevir.4G014200,-5.094348301,0.04741514,0.093363819,NA,-0.735878859,0.999694537,Protein of unknown function (DUF594)
Sevir.4G014300,-1.206232144,NA,-0.645346111,NA,-0.16894978,0.999694537,Eukaryotic aspartyl protease family protein
Sevir.4G014301,-1.496174907,NA,1.929289452,NA,-0.118516909,0.999694537,NA
Sevir.4G014500,-0.490492311,NA,1.094957611,NA,-2.76777295,0.999694537,Eukaryotic aspartyl protease family protein
Sevir.4G014600,-4.637495447,NA,-0.826079138,NA,-0.075869144,0.999694537,NA
Sevir.4G014700,NA,NA,1.097474214,NA,NA,NA,NA
Sevir.4G014800,-3.245674901,NA,-0.826079138,NA,NA,NA,NA
Sevir.4G014900,0.334357795,0.962048267,-0.11825791,0.866486048,-0.092837539,0.999694537,Pentatricopeptide repeat (PPR-like) superfamily protein
Sevir.4G015000,0.622524648,0.958618859,-0.141715799,0.463695522,-0.02120473,0.999694537,oligopeptide transporter 7
Sevir.4G015001,NA,NA,NA,NA,NA,NA,NA
Sevir.4G015100,1.674284046,NA,0.474588622,0.624393879,0.785408869,0.999694537,Pentatricopeptide repeat (PPR) superfamily protein
Sevir.4G015200,1.053217718,0.958618859,-0.565698258,0.000114459,-0.204259014,0.999694537,RING/U-box superfamily protein
Sevir.4G015300,0.661426169,0.958618859,0.249173888,0.085296998,-0.066160367,0.999694537,SEUSS-like 2
Sevir.4G015400,-8.701241542,0.160469583,NA,NA,NA,NA,Malectin/receptor-like protein kinase family protein
Sevir.4G015401,-0.745295429,0.958618859,-0.173229437,0.838101879,-0.569946317,0.999694537,NA
Sevir.4G015500,0.839762268,NA,0.47582133,NA,-0.490541865,0.999694537,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Sevir.4G015600,-3.245674901,NA,-0.574801294,NA,-0.09573456,0.999694537,NA
Sevir.4G015700,0.932046666,0.958618859,0.026715051,0.929348942,-0.158055147,0.999694537,BCL-2-associated athanogene 3
Sevir.4G015701,NA,NA,-1.125484524,NA,0.778074514,0.999694537,NA
Sevir.4G015702,0.437746437,NA,0.138485625,NA,-0.129495399,0.999694537,NA
Sevir.4G015900,-0.633116946,0.958618859,0.050054848,0.921229594,0.095044981,0.999694537,peroxin 11c
Sevir.4G016000,-1.404262436,NA,-0.826079138,NA,-1.16406481,0.999694537,NA
Sevir.4G016100,-4.281896236,NA,0.200784874,NA,0.757892618,0.999694537,Protein of unknown function (DUF594)
Sevir.4G016200,1.162724309,NA,-0.519850014,0.663724316,-0.038065391,0.999694537,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
Sevir.4G016300,-2.166762943,NA,-1.053615061,NA,-4.52853015,0.999694537,C-repeat/DRE binding factor 2
Sevir.4G016400,0.437746437,NA,-0.193327126,NA,-0.099169,0.999694537,S-locus lectin protein kinase family protein
Sevir.4G016500,0.010531162,0.998231399,0.085176748,0.786005654,0.101041811,0.999694537,ferrochelatase 1
Sevir.4G016600,0.829627299,NA,0.497558273,NA,0.908058902,0.999694537,NA
Sevir.4G016700,-1.410898949,0.958618859,0.004446663,0.996471603,-0.066996313,0.999694537,SET domain-containing protein
Sevir.4G016800,0.503994076,0.958618859,-0.227251754,0.423303001,-0.032360573,0.999694537,phosphoenolpyruvate carboxylase-related kinase 1
Sevir.4G016900,0.990958603,0.958618859,0.112928447,0.755855054,-0.159787679,0.999694537,nucleotide binding;nucleic acid binding
Sevir.4G017000,-4.536838901,0.248559937,-0.03273541,NA,0.619345498,0.999694537,GRAS family transcription factor
Sevir.4G017100,-3.551381552,NA,-1.599085,NA,0.886528986,0.999694537,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Sevir.4G017200,-3.551381552,NA,NA,NA,-0.075501264,0.999694537,Protein of unknown function (DUF594)
Sevir.4G017300,NA,NA,NA,NA,NA,NA,NA
Sevir.4G017400,-2.799999347,NA,0.134338743,NA,0.317689502,0.999694537,Protein of unknown function (DUF1218)
Sevir.4G017500,0.064482169,0.992410524,0.055299153,0.865160705,-0.017547472,0.999694537,FAR1-related sequence 6
Sevir.4G017600,-0.183073537,0.974409458,-0.045923853,0.871876227,0.005972855,0.999694537,LMBR1-like membrane protein
Sevir.4G017700,-0.260053308,0.966614945,0.037160833,0.93432888,0.071309993,0.999694537,embryo sac development arrest 7
Sevir.4G017800,-0.354140988,0.959532542,0.040313581,0.953385429,0.186258897,0.999694537,ribosomal protein L29 family protein
Sevir.4G017900,1.730706618,0.958618859,-0.25218353,0.251179475,0.076730767,0.999694537,XB3 ortholog 3 in Arabidopsis thaliana
Sevir.4G018000,1.056144092,0.958618859,-1.398217004,NA,-0.706337141,0.999694537,NA
Sevir.4G018100,0.506958561,0.962784508,0.22083549,0.450681716,-0.035106978,0.999694537,"ATPase, V0 complex, subunit E"
Sevir.4G018200,0.60070084,NA,-0.042717958,0.969470851,-0.212213541,0.999694537,NA
Sevir.4G018300,0.163824186,NA,1.103057564,NA,0.907163252,0.999694537,NA
Sevir.4G018301,-0.500626709,NA,1.097474214,NA,-1.513593599,0.999694537,NA
Sevir.4G018400,0.963936359,0.958618859,-0.2491934,0.703269341,0.366295303,0.999694537,NAD(P)-binding Rossmann-fold superfamily protein
Sevir.4G018500,1.24014676,0.958618859,0.186305009,0.535314542,-0.030763872,0.999694537,BTB/POZ domain-containing protein
Sevir.4G018600,0.60700654,0.958618859,0.140925279,0.804199496,0.204215884,0.999694537,binding
Sevir.4G018700,-1.294846231,0.958618859,0.238254591,0.504965626,0.171049977,0.999694537,Tetratricopeptide repeat (TPR)-like superfamily protein
Sevir.4G018800,-0.82699183,0.958618859,-0.068145098,0.764877363,-0.185969148,0.999694537,Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein
Sevir.4G018900,NA,NA,-0.826079138,NA,1.749429593,0.999694537,NA
Sevir.4G019000,1.142212125,0.958618859,-0.05249987,0.932984148,-0.314383006,0.999694537,nudix hydrolase homolog 14
Sevir.4G019100,0.700658445,0.958618859,0.281545123,0.616294716,-0.086008329,0.999694537,NA
Sevir.4G019200,-0.14785635,0.988853122,-0.219997617,0.784811284,0.557369056,0.999694537,"cytochrome P450, family 704, subfamily A, polypeptide 2"
Sevir.4G019300,-0.423324861,NA,-0.321575996,0.595375119,0.474446834,0.999694537,"cytochrome P450, family 704, subfamily A, polypeptide 2"
Sevir.4G019400,0.089382417,0.989221773,0.075109017,0.802990383,0.123144007,0.999694537,AAA-type ATPase family protein
Sevir.4G019500,-2.949707268,0.214287255,-0.17163724,0.660884005,0.114371959,0.999694537,ERECTA-like 1
Sevir.4G019501,1.28914346,NA,0.599389577,NA,0.905264381,0.999694537,NA
Sevir.4G019502,2.154642303,0.958618859,-0.713700192,0.05397046,-0.527506163,0.999694537,Wall-associated kinase family protein
Sevir.4G019600,NA,NA,-1.022109911,NA,-0.124514338,0.999694537,NA
Sevir.4G019601,1.949190998,0.958618859,-0.915067096,0.084344173,-0.124930085,0.999694537,wall associated kinase 3
Sevir.4G019700,-1.30143284,0.958618859,-0.685578561,NA,0.155858759,0.999694537,Cell cycle regulated microtubule associated protein
Sevir.4G019800,NA,NA,NA,NA,NA,NA,NA
Sevir.4G019900,0.619081213,NA,-0.491332946,NA,2.418592012,0.999694537,Protein of unknown function (DUF594)
Sevir.4G020000,0.909863046,0.958618859,0.037927594,0.88924665,0.092451194,0.999694537,ACC synthase 10
Sevir.4G020100,0.510812174,NA,0.251272924,0.751000746,0.429664179,0.999694537,NA
Sevir.4G020200,-0.48125735,0.958618859,-0.05051675,0.929385161,-0.223077176,0.999694537,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
Sevir.4G020300,0.229931814,0.96938519,0.178671151,0.584709076,-0.015205025,0.999694537,basic pentacysteine 6
Sevir.4G020400,1.821079624,0.958618859,-0.594408682,0.001879262,-0.088925382,0.999694537,histone H1-3
Sevir.4G020500,-1.61521805,0.958618859,-0.264045597,0.048468581,0.034974483,0.999694537,Histone superfamily protein
Sevir.4G020600,0.131920438,0.985016448,0.249775454,0.599711773,0.064679997,0.999694537,Transducin/WD40 repeat-like superfamily protein
Sevir.4G020700,-2.799999347,NA,-0.826079138,NA,NA,NA,NA
Sevir.4G020800,-0.55945897,0.959559788,0.327015402,0.805474255,-1.194979905,0.999694537,NA
Sevir.4G020900,-0.516782087,NA,1.049764439,NA,1.943635252,0.999694537,NA
Sevir.4G021000,0.851118792,0.958618859,0.309334601,0.055511558,-0.15629769,0.999694537,arginine decarboxylase 2
Sevir.4G021100,-0.544290706,0.958618859,-0.285257688,NA,0.29329529,0.999694537,damaged DNA binding;exodeoxyribonuclease IIIs
Sevir.4G021200,NA,NA,NA,NA,NA,NA,NA
Sevir.4G021300,-5.750159166,0.002907813,-1.690323041,0.022983117,0.200055999,0.999694537,alpha/beta-Hydrolases superfamily protein
Sevir.4G021400,-1.997383626,0.958618859,-0.083238137,0.914545174,-0.104115372,0.999694537,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
Sevir.4G021500,-1.468711572,0.958618859,0.055868286,0.892566423,-0.117524358,0.999694537,Lung seven transmembrane receptor family protein
Sevir.4G021600,1.322832809,0.958618859,-0.370934248,0.656487755,-0.723783943,0.999694537,NA
Sevir.4G021700,-1.432155985,0.958618859,-0.529026668,0.337828733,-0.621985816,0.999694537,magnesium-protoporphyrin IX methyltransferase
Sevir.4G021800,0.089829414,NA,0.116458046,NA,0.358718635,0.999694537,Glycosyl hydrolase superfamily protein
Sevir.4G021900,-2.134058823,0.958618859,0.589666318,NA,0.886528986,0.999694537,UDP-Glycosyltransferase superfamily protein
Sevir.4G022000,1.010265611,0.958618859,0.04381751,0.965160753,0.291903771,0.999694537,disease resistance family protein / LRR family protein
Sevir.4G022100,NA,NA,NA,NA,NA,NA,disease resistance family protein / LRR family protein
Sevir.4G022200,-1.40201973,NA,-2.291470147,NA,-1.835125204,0.999694537,NA
Sevir.4G022300,-0.500626709,NA,-2.323122255,NA,1.749203715,0.999694537,Ribonuclease H-like superfamily protein
Sevir.4G022400,0.326248842,0.974409458,-0.213283354,0.676435286,-0.743811237,0.999694537,NA
Sevir.4G022500,-4.325331532,NA,0.658926841,NA,1.528687359,0.999694537,NA
Sevir.4G022600,1.434005815,0.958618859,-0.098075377,0.847015954,-0.53551997,0.999694537,EXORDIUM like 3
Sevir.4G022700,NA,NA,NA,NA,NA,NA,NDR1/HIN1-like 2
Sevir.4G022701,0.7790344,NA,1.14181353,NA,-0.152053291,0.999694537,NA
Sevir.4G022800,0.065226128,0.992407721,0.122851711,0.5687397,-0.454530402,0.999694537,Transketolase
Sevir.4G022900,-2.246051312,0.870305629,0.030606384,0.943946373,-0.121692927,0.999694537,"RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta"
Sevir.4G023000,-1.129196276,0.958618859,-0.267240567,0.294004634,-0.069723771,0.999694537,Ribosomal protein S10p/S20e family protein
Sevir.4G023100,-8.987944823,0.00614609,-0.22701562,NA,0.62828715,0.999694537,Transketolase
Sevir.4G023200,1.80128805,0.958618859,0.032021483,0.941030135,-0.070296207,0.999694537,"RNA 2\'-phosphotransferase, Tpt1 / KptA family"
Sevir.4G023300,NA,NA,NA,NA,-1.037024366,0.999694537,NA
Sevir.4G023400,-0.27518437,NA,0.429758613,NA,-0.638897319,0.999694537,Peptidase S24/S26A/S26B/S26C family protein
Sevir.4G023500,-1.649246557,0.958618859,0.276192377,0.714309037,0.265836124,0.999694537,Leucine-rich repeat protein kinase family protein
Sevir.4G023600,0.843800222,0.958618859,0.058724077,0.910907979,-0.263946566,0.999694537,Glycine cleavage T-protein family
Sevir.4G023700,1.273070556,0.958618859,0.295641943,0.078735514,-0.090176809,0.999694537,glycine-rich protein
Sevir.4G023800,NA,NA,NA,NA,NA,NA,NA
Sevir.4G023900,-5.660527973,NA,0.135035166,NA,0.281100496,0.999694537,secretory 1A
Sevir.4G024000,2.117801667,0.958618859,0.386763319,0.007634802,-0.031389001,0.999694537,SPFH/Band 7/PHB domain-containing membrane-associated protein family
Sevir.4G024100,-0.500626709,NA,1.097474214,NA,-0.973900173,0.999694537,NA
Sevir.4G024101,NA,NA,NA,NA,NA,NA,NA
Sevir.4G024200,NA,NA,NA,NA,NA,NA,NA
Sevir.4G024300,1.039723558,NA,1.609771913,NA,-1.55664842,0.999694537,NA
Sevir.4G024400,1.172663135,0.958618859,-0.095872463,0.703228628,0.084947524,0.999694537,NA
Sevir.4G024401,NA,NA,NA,NA,3.86685121,0.999694537,NA
Sevir.4G024500,1.668604774,0.958618859,-0.680860129,0.259412537,-0.092485264,0.999694537,NA
Sevir.4G024600,-0.057342387,0.993539052,-0.087602108,0.894673933,0.062697625,0.999694537,Cornichon family protein
Sevir.4G024700,1.500279901,0.958618859,0.082777371,0.738365178,-0.044452406,0.999694537,Enolase
Sevir.4G024800,2.070963727,0.958618859,-0.107840568,0.706740682,0.420523071,0.999694537,NA
Sevir.4G024900,1.018556811,NA,-0.224495917,NA,0.894169128,0.999694537,NA
Sevir.4G025000,1.688268677,0.958618859,-0.004185959,0.991650243,0.118345866,0.999694537,NA
Sevir.4G025100,-1.261973283,0.958618859,0.282833198,0.166236529,-0.069613434,0.999694537,CLP protease proteolytic subunit 2
Sevir.4G025200,NA,NA,-1.637580981,NA,NA,NA,AT-hook motif nuclear-localized protein 22
Sevir.4G025300,0.122475476,NA,-0.727881376,NA,0.037822733,0.999694537,NA
