Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,arabi-defline
Bradi2g43980,-1.047393207,0.890626694,0.241663943,0.964068504,-0.741651929,0.260133359,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi2g44000,0.562592274,NA,-0.937341317,0.954583963,0.303837823,NA,NA
Bradi2g44010,-0.116533524,0.912636503,0.035536043,0.993549685,-0.400355972,0.257345242,Neutral/alkaline non-lysosomal ceramidase
Bradi2g44015,-0.781286098,NA,-0.797793481,NA,-2.77368415,NA,Ubiquitin-like superfamily protein
Bradi2g44020,-0.488305808,NA,-1.884868809,NA,-1.37892748,NA,Late embryogenesis abundant protein
Bradi2g44030,0.294176836,0.890626694,-0.076154188,0.987688129,-0.407406705,0.090509218,phosphatase-related
Bradi2g44035,-0.368726858,NA,-1.749833674,0.333344431,0.358517974,0.837421039,WRKY family transcription factor
Bradi2g44040,0.20761924,0.890626694,-0.194640643,0.981328184,0.58931369,0.205344871,ATP binding microtubule motor family protein
Bradi2g44050,1.295382838,NA,0.25657277,0.987552839,1.241506411,0.234971677,heat shock transcription factor  C1
Bradi2g44060,0.977776941,NA,-1.989136091,0.717505215,-0.110506664,NA,ovate family protein 7
Bradi2g44065,0.665842361,NA,0.42919513,0.960146759,-0.644240233,0.409353077,NA
Bradi2g44070,-0.440127784,0.890626694,0.245558609,0.96563042,-0.326181057,0.210945097,adaptin family protein
Bradi2g44081,1.017656564,0.890626694,-0.356099952,0.953827111,0.500121651,0.238651901,"Mitochondrial outer membrane translocase complex, subunit Tom7"
Bradi2g44090,-3.730287403,NA,0.157080027,0.990618257,1.011500498,NA,WRKY DNA-binding protein 28
Bradi2g44095,-1.397572188,NA,-1.820225248,NA,0.194329785,NA,NA
Bradi2g44100,0.549987081,NA,-0.046488523,0.995874665,-0.975256066,0.209909388,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Bradi2g44117,-0.852999026,0.890626694,0.00529055,0.999383439,-0.35931735,0.647724618,"cytochrome P450, family 72, subfamily A, polypeptide 14"
Bradi2g44128,-1.714196623,NA,1.353345667,0.821787792,1.09905834,NA,"cytochrome P450, family 72, subfamily A, polypeptide 10"
Bradi2g44140,-0.432704388,0.890626694,0.55187182,0.875072457,-0.128324626,0.714234012,"cytochrome P450, family 72, subfamily A, polypeptide 15"
Bradi2g44150,0.899416712,NA,0.919854048,0.662804389,0.07949665,0.927324966,"cytochrome P450, family 72, subfamily A, polypeptide 14"
Bradi2g44160,-1.459503274,NA,0.238057401,0.983269531,1.151129747,0.183297984,"cytochrome P450, family 72, subfamily A, polypeptide 15"
Bradi2g44165,0.440814162,NA,-0.113915269,0.988768988,-0.012571655,0.993082212,NA
Bradi2g44170,0.463891271,0.895760801,0.45998343,0.932412457,0.016600841,0.980824354,"cytochrome P450, family 72, subfamily A, polypeptide 14"
Bradi2g44180,0.854366267,0.890626694,0.280515623,0.968979863,-0.05968155,0.908579322,"cytochrome P450, family 72, subfamily A, polypeptide 14"
Bradi2g44190,1.001889216,0.890626694,0.05809541,0.994447684,-0.237378021,0.417625377,"cytochrome P450, family 72, subfamily A, polypeptide 13"
Bradi2g44200,-4.999551994,NA,0.088169025,0.995795279,0.353229935,NA,"cytochrome P450, family 72, subfamily A, polypeptide 15"
Bradi2g44205,0.931045594,0.890626694,-0.235176405,0.957753142,0.041246901,0.955314506,NA
Bradi2g44210,NA,NA,0.033093913,NA,0.110125043,NA,NA
Bradi2g44217,NA,NA,-2.544878599,NA,1.400038918,NA,NA
Bradi2g44225,0.621604195,NA,0.376584748,0.954553482,-0.066331986,0.933635519,NA
Bradi2g44232,1.228157689,NA,0.785885417,0.886122181,0.199928977,0.91046104,NA
Bradi2g44240,0.646175845,0.890626694,0.342505089,0.932362976,-0.232480462,0.724351846,FBD / Leucine Rich Repeat domains containing protein
Bradi2g44250,-0.712280914,NA,-0.276765294,0.98490663,-0.765011067,NA,NA
Bradi2g44260,0.359964445,0.890626694,0.14184226,0.981869448,-0.34583825,0.483782077,Rhodanese/Cell cycle control phosphatase superfamily protein
Bradi2g44270,1.119626821,NA,0.354803661,0.956478951,1.72061683,2.84E-07,WRKY DNA-binding protein 70
Bradi2g44275,0.939721299,NA,0.21607368,0.975311399,-0.100092005,0.942044977,NA
Bradi2g44280,0.52464662,NA,-0.060303269,0.993544136,0.506615173,0.561166461,NA
Bradi2g44286,0.171474735,NA,-0.239999953,0.981328184,0.497754724,0.762882351,NA
Bradi2g44290,0.107369876,NA,-0.350712001,0.981061338,0.479140153,NA,"cytochrome P450, family 72, subfamily A, polypeptide 15"
Bradi2g44300,-3.28119388,0.355762758,-0.714877245,0.862889695,0.602395603,0.50054397,"cytochrome P450, family 72, subfamily A, polypeptide 14"
Bradi2g44320,0.709212621,NA,0.429036208,0.945907218,0.654529298,0.017423249,"cytochrome P450, family 72, subfamily A, polypeptide 7"
Bradi2g44330,-3.183107203,NA,0.084097869,NA,0.310206531,NA,"cytochrome P450, family 72, subfamily A, polypeptide 14"
Bradi2g44340,0.303851099,0.890626694,0.319247129,0.962725578,-0.29790883,0.364374128,SCP1-like small phosphatase 4
Bradi2g44350,0.104788582,0.902535417,0.155821884,0.971725571,-0.081396113,0.871243528,MAP kinase 20
Bradi2g44355,0.627922833,NA,-0.095241714,0.992896227,-1.047512425,NA,NA
Bradi2g44360,0.547895094,0.890626694,-0.666039055,0.806957304,-1.275346334,3.25E-11,urophorphyrin methylase 1
Bradi2g44377,0.556006174,0.890626694,-0.878006485,0.8312268,-0.317819094,0.675062774,glycerol-3-phosphate acyltransferase 1
Bradi2g44390,0.765258816,NA,-0.996196351,0.935945419,0.639145601,NA,Carbohydrate-binding X8 domain superfamily protein
Bradi2g44400,0.491478326,0.890626694,-0.990452474,0.885416825,-0.445654037,0.608909867,Protein kinase superfamily protein
Bradi2g44410,-2.400308961,NA,0.047210836,NA,1.123538721,NA,NA
Bradi2g44420,0.148271815,NA,-0.072961338,0.99645508,-0.578185345,0.702314812,aspartic proteinase A1
Bradi2g44430,-1.035785815,NA,-3.697934095,NA,1.147240066,NA,NA
Bradi2g44440,-0.89379141,0.890626694,0.1228834,0.98490663,0.435038634,0.120927403,Ribosomal protein L31
Bradi2g44450,0.067903331,0.941930018,0.145429344,0.984862487,-0.029516477,0.965812674,XH/XS domain-containing protein
Bradi2g44460,0.634457655,0.890626694,-0.098224947,0.988562744,0.007432822,0.99374552,XH/XS domain-containing protein
Bradi2g44467,0.882324189,NA,0.190997464,0.981869448,0.302193135,0.801932253,SNF1-related protein kinase regulatory subunit gamma 1
Bradi2g44480,-2.62234047,NA,0.115156014,0.992469095,0.325216642,NA,dihydroflavonol 4-reductase
Bradi2g44490,0.173773014,0.893960883,0.018475708,0.997830206,0.592583518,0.027161822,Chaperone DnaJ-domain superfamily protein
Bradi2g44500,0.513196066,NA,-0.386197507,NA,0.294939343,NA,pectinesterase 11
Bradi2g44510,0.375388341,NA,-0.80364982,0.927589526,-0.327307592,NA,Cystathionine beta-synthase (CBS) family protein
Bradi2g44515,-0.879250089,NA,-0.672225515,NA,0.153744213,NA,NA
Bradi2g44520,-1.405254914,0.890626694,-0.5326484,0.935474021,-0.014123436,0.986755334,RAD-like 6
Bradi2g44530,0.784988437,0.890626694,-0.356838568,0.945451998,0.027943898,0.975162216,Transducin/WD40 repeat-like superfamily protein
Bradi2g44540,0.640740491,0.890626694,0.210973483,0.979953978,-0.438746364,0.159460777,homeobox protein 22
Bradi2g44550,-1.744050453,0.890626694,-0.656178151,0.96438718,-0.698267462,0.613447503,alpha/beta-Hydrolases superfamily protein
Bradi2g44600,NA,NA,NA,NA,NA,NA,NA
Bradi2g44700,NA,NA,NA,NA,NA,NA,NA
Bradi2g44750,0.411786815,0.890626694,0.443799666,0.756272674,-0.428273535,0.173183109,Pectin lyase-like superfamily protein
Bradi2g44760,0.943607445,0.890626694,0.3710356,0.93240953,-0.041601799,0.933486787,peptide deformylase 1B
Bradi2g44770,-1.397605653,NA,-1.002020111,NA,2.442824163,NA,myb domain protein 21
Bradi2g44785,-3.329118158,NA,-1.479235101,0.858280601,0.245129946,0.90240381,UDP-glycosyltransferase 73B4
Bradi2g44800,0.408112198,0.890626694,0.296325968,0.962725578,0.742497853,0.007349405,NAD(P)-binding Rossmann-fold superfamily protein
Bradi2g44810,-0.057898753,NA,0.541000301,0.960579194,-1.3441016,0.096228084,NA
Bradi2g44820,-0.279256862,NA,-0.943297411,0.79287543,0.591080294,0.572454293,UDP-glucosyl transferase 73B5
Bradi2g44830,0.879436695,NA,-0.890731864,0.926372051,0.180338474,NA,Protein kinase superfamily protein
Bradi2g44840,0.897092697,NA,-1.022711424,0.761327208,0.360581691,0.749247684,Protein of unknown function (DUF1645)
Bradi2g44843,NA,NA,-0.934813051,NA,0.835199702,NA,NA
Bradi2g44846,0.700227332,NA,0.435412003,0.962725578,-0.572921784,0.434975055,NA
Bradi2g44850,0.457614558,NA,-0.540740854,0.935945419,0.493136427,0.62234082,"cytochrome P450, family 71, subfamily A, polypeptide 26"
Bradi2g44851,1.057230936,NA,-1.487119878,NA,-2.352385087,NA,NA
Bradi2g44852,-0.194984305,NA,-0.730394147,NA,0.282401376,NA,NA
Bradi2g44854,NA,NA,-2.091709892,NA,3.635645854,NA,NA
Bradi2g44856,0.113278433,0.936950289,0.496922983,0.932362976,-0.16620659,0.615938844,carbonic anhydrase 2
Bradi2g44860,0.568383239,0.919431065,0.853915932,0.643706893,-1.619913646,8.94E-17,NA
Bradi2g44864,1.081304392,0.890626694,-0.204466609,0.968998471,-0.415002651,0.45509289,NA
Bradi2g44870,0.329294146,NA,1.502526968,NA,0.067527996,NA,beta carbonic anhydrase 4
Bradi2g44880,-4.001024173,NA,-2.582517354,NA,2.307610952,NA,Exostosin family protein
Bradi2g44900,-0.324894183,0.890626694,0.130039669,0.9825463,-0.260762304,0.500581563,Radical SAM superfamily protein
Bradi2g44910,-0.087421378,0.955719215,-0.211555675,0.968998471,-0.412698289,0.465441871,Protein kinase superfamily protein
Bradi2g44920,0.795045887,0.890626694,-0.113578107,0.984862487,0.200887847,0.629140389,Metal-dependent phosphohydrolase
Bradi2g44930,0.1814102,0.896199261,0.158251128,0.983285551,0.062339401,0.894747412,NA
Bradi2g44936,1.133567552,NA,-0.251020567,0.964068504,0.375913966,0.558784174,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi2g44942,-0.848031233,0.890626694,-0.069014864,0.990532509,0.307315976,0.579461756,prenylcysteine methylesterase
Bradi2g44950,1.095855506,0.890626694,0.441198044,0.956478951,0.756185991,0.011456166,NA
Bradi2g44953,-3.199633489,NA,-1.971774684,NA,-0.085299398,NA,NA
Bradi2g44957,0.637293427,NA,-2.532540631,0.761327208,2.172465463,NA,"Protein of unknown function, DUF617"
Bradi2g44970,0.949322081,NA,-0.954735863,0.886122181,0.245791221,0.866813031,"Nucleic acid-binding, OB-fold-like protein"
Bradi2g44980,-0.806120517,NA,-3.14507202,NA,0.129270358,NA,DNA binding
Bradi2g44987,-0.288074265,NA,-2.73281412,0.395798078,0.449018128,NA,Auxin efflux carrier family protein
Bradi2g45000,0.098522792,NA,-2.199465308,NA,0.547572788,NA,homeobox-leucine zipper protein 17
Bradi2g45006,0.652440697,NA,-0.345772467,0.960579194,-0.454711406,0.639474067,MAP kinase 15
Bradi2g45012,NA,NA,-1.190939223,NA,1.069201962,NA,Oleosin family protein
Bradi2g45020,-0.806749564,NA,NA,NA,2.009005426,NA,NA
Bradi2g45030,-2.399904587,NA,0.230494191,NA,1.788987219,NA,NA
Bradi2g45041,0.732756206,0.890626694,0.034372507,0.994447684,0.26726654,0.483374023,NA
Bradi2g45050,NA,NA,-1.097494008,NA,-0.085299398,NA,NA
Bradi2g45053,-0.532927043,NA,0.291600313,NA,0.283292871,NA,NA
Bradi2g45056,-3.199633489,NA,-3.637364291,NA,-1.12479241,NA,NA
Bradi2g45060,1.178403057,0.890626694,-0.897999781,0.956478951,-0.651970852,0.684784185,NA
Bradi2g45070,-4.620905357,0.117985178,0.323780124,0.968998471,-0.774168224,0.002954886,Ribosomal protein S5/Elongation factor G/III/V family protein
Bradi2g45080,-0.149228338,NA,-1.083404037,0.8204626,1.131992058,NA,NA
Bradi2g45086,1.21106333,NA,-0.68426607,0.962758868,1.07892958,NA,NA
Bradi2g45090,1.114182138,0.890626694,-1.542734288,0.826545053,-0.678009534,0.606677741,Zinc finger C-x8-C-x5-C-x3-H type family protein
Bradi2g45100,-4.778268869,0.160031351,-0.188162483,0.983201392,0.958769943,1.32E-07,Sodium Bile acid symporter family
Bradi2g45102,-0.641470343,NA,1.220085596,NA,-0.46802113,NA,NA
Bradi2g45105,0.751327598,NA,0.55485323,0.958278576,0.779387768,NA,Flavin-binding monooxygenase family protein
Bradi2g45110,-0.708817796,NA,0.60098632,0.901445559,0.097839616,0.945538697,Pentatricopeptide repeat (PPR) superfamily protein
Bradi2g45113,-0.273545982,NA,0.148996064,NA,1.612663328,NA,NA
Bradi2g45117,0.433968106,NA,-1.240503682,0.830586556,-0.355057881,NA,GRAS family transcription factor family protein
Bradi2g45130,0.497674406,NA,0.014288433,0.999003735,0.741164999,0.345891247,NA
Bradi2g45140,-1.25899803,0.890626694,0.31636393,0.954583963,0.449838346,0.211660895,nucleotide transporter 1
Bradi2g45143,0.35917556,NA,-0.675492245,0.927589526,0.129062305,0.94266081,NA
Bradi2g45147,0.435902803,NA,0.03701451,0.99699224,-0.132844773,0.899327818,NA
Bradi2g45150,1.024763896,0.890626694,-0.28943431,0.968398584,-0.106758666,0.922493445,AMP-dependent synthetase and ligase family protein
Bradi2g45160,0.408053444,0.890626694,0.115387288,0.992469095,-0.101786799,0.921788498,alpha/beta-Hydrolases superfamily protein
Bradi2g45170,-1.324625692,0.890626694,0.495377447,0.896156771,0.153193527,0.811694939,K+ transporter 1
Bradi2g45175,NA,NA,-2.68805868,NA,0.02460659,NA,NA
Bradi2g45180,0.848543019,0.890626694,0.090881021,0.987552839,0.345688615,0.439755931,TBP-associated factor 7
Bradi2g45190,0.760542044,NA,-1.226175927,NA,1.059357152,NA,global transcription factor group E4
Bradi2g45200,-0.031705299,0.965864663,-0.373724941,0.953232268,0.048730109,0.919676568,Lactate/malate dehydrogenase family protein
Bradi2g45207,0.232655924,0.890626694,-0.087043054,0.990618257,0.236019642,0.661963344,GDSL-like Lipase/Acylhydrolase superfamily protein
Bradi2g45220,-2.643305327,0.684190637,0.426338288,0.960146759,-0.211559398,0.838998109,GDSL-like Lipase/Acylhydrolase superfamily protein
Bradi2g45231,NA,NA,-3.014158719,NA,0.467201901,NA,GDSL-like Lipase/Acylhydrolase superfamily protein
Bradi2g45241,0.564320075,NA,-0.135095388,0.988562744,0.133782619,0.927324966,NA
Bradi2g45250,-0.026426866,NA,0.033731536,0.997415443,-0.487701369,0.658727483,mitochondrial RNAediting factor 1
Bradi2g45260,0.000273679,NA,-0.180657481,0.986781903,-0.037380777,0.986189791,alpha/beta-Hydrolases superfamily protein
Bradi2g45270,2.90E-05,NA,-1.353308017,0.900165658,-0.774679582,NA,alpha/beta-Hydrolases superfamily protein
Bradi2g45280,0.556732768,0.890626694,0.480387652,0.896156771,0.640616503,0.058092811,GDSL-like Lipase/Acylhydrolase superfamily protein
Bradi2g45290,-2.398880802,NA,-1.618581419,NA,0.530076392,NA,acyl-CoA sterol acyl transferase 1
Bradi2g45300,1.9559022,NA,-0.604356047,NA,0.162405473,NA,alpha/beta-Hydrolases superfamily protein
Bradi2g45310,0.08322106,0.938680972,-2.27324393,0.603579871,-1.472685889,NA,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi2g45320,0.54217571,0.890626694,-0.731167219,0.935945419,-0.032596565,0.970703734,TRICHOME BIREFRINGENCE-LIKE 37
Bradi2g45330,0.096883452,0.914192469,0.273678127,0.960579194,-0.095308259,0.818651403,ketol-acid reductoisomerase
Bradi2g45340,0.184661199,NA,-2.162223923,NA,-1.259338682,NA,"Protein of unknown function, DUF538"
Bradi2g45350,-0.455997582,0.890626694,-0.930610707,0.930370072,-0.088371532,0.928391369,TRICHOME BIREFRINGENCE-LIKE 21
Bradi2g45352,0.913035219,0.890626694,-0.30506243,0.960146759,0.192143273,0.612903043,NA
Bradi2g45355,NA,NA,-0.914261853,NA,-0.910989129,NA,BTB-POZ and MATH domain 5
Bradi2g45360,NA,NA,-0.502816602,0.986334077,0.258536348,NA,TRICHOME BIREFRINGENCE-LIKE 21
Bradi2g45370,-2.717560093,NA,-1.138101375,NA,1.774623513,NA,UDP-Glycosyltransferase superfamily protein
Bradi2g45380,-0.050475455,0.946432772,0.139244124,0.983269531,-0.233757625,0.431733474,Transducin/WD40 repeat-like superfamily protein
Bradi2g45390,0.403388172,0.890626694,-0.749777686,0.82389941,-1.008192474,1.83E-05,CTP synthase family protein
Bradi2g45400,0.773728138,0.890626694,0.251446129,0.958781277,-0.089773899,0.880174525,Peptidase M50 family protein
Bradi2g45410,NA,NA,0.319500941,NA,1.658343825,NA,NA
Bradi2g45420,-0.898659474,0.890626694,0.129838845,0.980909033,0.422812241,0.100375567,cytosolic NADP+-dependent isocitrate dehydrogenase
Bradi2g45425,-0.806749564,NA,-1.048144412,NA,2.318021038,NA,NA
Bradi2g45430,0.44621593,0.890626694,0.134409912,0.982691912,0.168820923,0.649059467,SET domain protein 16
Bradi2g45433,-1.029723624,NA,-1.153493986,NA,0.885264976,NA,NA
Bradi2g45437,0.610189166,0.890626694,-0.017263611,0.997415443,-0.004770864,0.992804914,NA
Bradi2g45450,-0.590369335,0.890626694,0.31466641,0.962725578,0.594246366,0.001468466,OBP3-responsive gene 1
Bradi2g45460,-0.51308395,0.890626694,0.325039308,0.910233719,0.286399767,0.245717017,AMP-dependent synthetase and ligase family protein
Bradi2g45465,NA,NA,NA,NA,0.148872328,NA,NA
Bradi2g45470,1.123409762,NA,0.82277757,0.88345995,1.217431883,0.22825455,highly ABA-induced PP2C gene 3
Bradi2g45480,-3.165356287,NA,-0.39134754,0.962725578,0.835598879,0.092039639,WRKY family transcription factor
Bradi2g45486,-0.21484194,NA,-1.720400589,0.698524067,-0.853963161,NA,NA
Bradi2g45490,-1.434437166,0.878541742,0.241555973,0.964068504,0.498320655,0.195704797,NA
Bradi2g45500,-0.380659034,NA,-1.51954952,NA,1.094909079,NA,NA
Bradi2g45510,-0.806749564,NA,-0.524516993,NA,-0.338556397,NA,arabinogalactan protein 16
Bradi2g45520,-0.662660592,0.890626694,-0.214795658,0.981328184,-0.598773896,0.194541716,phosphate transporter 1;5
Bradi2g45526,1.096906463,NA,0.227418331,0.963262963,0.416695535,0.544406835,NA
Bradi2g45530,0.733099686,NA,-1.645115758,0.89620351,-0.40147856,NA,cytokinin response factor 4
Bradi2g45541,NA,NA,-3.938540366,NA,-1.401379748,NA,TTF-type zinc finger protein with HAT dimerisation domain
Bradi2g45550,-0.643517195,0.890626694,0.083599445,0.989778052,-0.143256288,0.721635174,ubiquitin conjugating enzyme 9
Bradi2g45560,-0.768409905,NA,-1.574370461,NA,1.059394697,NA,sphingoid base hydroxylase 2
Bradi2g45567,0.203924317,NA,0.237436906,0.983269531,0.785640075,0.385437527,G-box binding factor 3
Bradi2g45580,0.63537209,0.890626694,0.182260907,0.962725578,-0.139331554,0.653312659,vacuolar H+-ATPase subunit E isoform 3
Bradi2g45590,-0.140517292,NA,-2.270827699,0.393823791,-0.630430803,NA,Calcium-dependent lipid-binding (CaLB domain) family protein
Bradi2g45600,0.579282588,NA,-0.52043463,0.962725578,-0.905382368,NA,Galactose oxidase/kelch repeat superfamily protein
Bradi2g45610,0.248786477,NA,-0.848139456,0.866378365,0.294761839,0.760787515,chitinase A
Bradi2g45620,0.853694817,0.890626694,-0.92053239,0.871312467,-0.123049325,0.822494151,plastidic pyruvate kinase beta subunit 1
Bradi2g45630,NA,NA,-0.161991518,NA,1.064930712,NA,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Bradi2g45635,NA,NA,-1.341571363,NA,1.091707849,NA,NA
Bradi2g45640,-0.765711019,NA,-2.4004412,NA,2.009005426,NA,Werner syndrome-like exonuclease
Bradi2g45646,-1.206673178,NA,-0.715136912,NA,0.143100882,NA,NA
Bradi2g45650,1.220838445,NA,-1.38645562,0.896526266,0.377691049,NA,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Bradi2g45653,NA,NA,-3.202312354,NA,0.030065456,NA,NA
Bradi2g45656,0.829784779,0.890626694,0.371145574,0.926372051,0.150062596,0.839604431,NA
Bradi2g45660,NA,NA,-0.914261853,NA,0.706580299,NA,Werner syndrome-like exonuclease
Bradi2g45670,-0.371820594,0.890626694,0.012624953,0.999003735,0.143325052,0.777956147,Phosphoglycerate mutase family protein
Bradi2g45675,0.733004978,NA,-0.239830689,0.973946907,-0.667955631,0.532040063,NA
Bradi2g45680,1.223229887,0.890626694,0.170467792,0.980682292,0.679155781,0.107445306,Uncharacterised protein family (UPF0497)
Bradi2g45690,0.533850694,0.890626694,-0.15479121,0.987181414,-0.305909916,0.693870647,PNAS-3 related
Bradi2g45700,-0.500999053,0.890626694,0.387615826,0.954583963,-0.154922462,0.763326743,associated molecule with the SH3 domain of STAM 2
Bradi2g45710,-0.244365297,0.894867471,-0.285745004,0.960579194,0.448024033,0.413980622,Protein of unknown function (DUF1645)
Bradi2g45720,1.424423508,NA,0.146178997,0.991144404,1.146402795,NA,NA
Bradi2g45730,1.280862374,0.890626694,-0.111383468,0.987045945,0.361277362,0.180113067,ribosomal protein L12-C
Bradi2g45740,0.954575289,0.890626694,0.12038402,0.984704334,0.346589932,0.108224179,SufE/NifU family protein
Bradi2g45750,0.007159275,NA,-1.369108371,NA,0.210642362,NA,GATA type zinc finger transcription factor family protein
Bradi2g45757,0.869091414,0.890626694,0.100642784,0.987288626,-0.376549502,0.237427588,enoyl-CoA hydratase/isomerase D
Bradi2g45770,-1.342286999,NA,0.089875997,NA,-1.232317703,NA,RAD-like 1
Bradi2g45780,-0.308303466,NA,0.482213481,0.963830351,-0.121052863,0.937097969,RAD-like 6
Bradi2g45786,-0.768215897,NA,-0.190004634,NA,-0.11113001,NA,NA
Bradi2g45790,0.406811141,NA,-1.972598579,NA,-0.421679293,NA,Glycosyl hydrolase superfamily protein
Bradi2g45800,-9.53670903,0.076361368,-2.739077042,NA,1.195827068,NA,Saposin-like aspartyl protease family protein
Bradi2g45810,-0.582152515,0.890626694,0.205101277,0.971904195,-0.002852653,0.997260191,Transcriptional coactivator/pterin dehydratase
Bradi2g45817,0.036077006,0.964025464,0.265155033,0.960146759,-0.307554934,0.310087509,Kinase-related protein of unknown function (DUF1296)
Bradi2g45830,0.76046454,0.890626694,0.294386885,0.962725578,0.330740784,0.240896911,Peptidase S41 family protein
Bradi2g45835,0.712840625,NA,0.451387231,0.953165335,0.101203051,0.922168316,NA
Bradi2g45840,-0.348033782,0.890626694,0.411249264,0.95193909,0.59711277,0.24553885,Magnesium transporter CorA-like family protein
Bradi2g45850,0.741456186,0.890626694,-0.31087914,0.975311399,-0.539841131,0.445447147,Protein kinase superfamily protein
Bradi2g45855,-0.773865384,NA,-0.086327408,NA,NA,NA,cold regulated 314 thylakoid membrane 2
Bradi2g45860,0.716154332,0.890626694,-0.183821189,0.983201392,0.778548578,0.033751095,cAMP-regulated phosphoprotein 19-related protein
Bradi2g45870,0.024665661,0.9810236,0.229530687,0.968998471,0.420500579,0.076467009,MAP kinase 20
Bradi2g45880,0.653183424,0.890626694,0.263331294,0.957514861,-0.259555096,0.491050478,SCP1-like small phosphatase 4
Bradi2g45890,0.327063979,0.890626694,-0.595001588,0.712714357,-0.173771732,0.728296426,pfkB-like carbohydrate kinase family protein
Bradi2g45895,0.077517598,NA,-1.107128815,NA,1.031071631,NA,NA
Bradi2g45900,-0.375267961,NA,0.44042456,0.927589526,1.381671696,0.002006499,WRKY DNA-binding protein 28
Bradi2g45910,0.408215668,NA,0.394139778,0.962725578,0.512100969,0.642677737,NA
Bradi2g45920,1.08229885,NA,0.241092495,0.981328184,0.921524696,NA,lipid phosphate phosphatase 3
Bradi2g45927,1.134028201,NA,-0.057483613,0.992896227,0.216621804,0.786180472,HMG-box (high mobility group) DNA-binding family protein
Bradi2g45940,-2.600185457,NA,-0.432777209,0.964068504,-0.470848051,NA,alpha/beta-Hydrolases superfamily protein
Bradi2g45950,-1.354810074,NA,-0.538746776,0.945907218,0.573993331,0.749786371,alpha/beta-Hydrolases superfamily protein
Bradi2g45961,-0.854883742,NA,0.264688269,0.962758868,0.290469663,0.773729302,Cytochrome b561/ferric reductase transmembrane protein family
Bradi2g45970,-0.398334869,0.890626694,0.475408296,0.938402228,-0.319152977,0.368414066,NA
Bradi2g45980,0.452912553,NA,-0.905158622,0.896156771,-0.261538569,0.834559572,Cytochrome b561/ferric reductase transmembrane protein family
Bradi2g45983,-0.591512719,NA,-1.465222945,NA,0.961861399,NA,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
Bradi2g45985,1.182184786,NA,-1.758440112,0.612829235,0.095253382,NA,NA
Bradi2g45987,0.19325103,0.891038154,0.060927606,0.990285212,0.014823722,0.977820376,vacuoleless1 (VCL1)
Bradi2g46000,NA,NA,-0.865304083,NA,-0.354496664,NA,Protein kinase superfamily protein
Bradi2g46010,0.486333123,0.890626694,-0.574479045,0.954583963,-0.459394712,0.100375567,Ribosomal protein L18ae/LX family protein
Bradi2g46020,NA,NA,-1.116360433,NA,1.060240616,NA,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
Bradi2g46030,0.451298532,0.890626694,-0.095388631,0.987552839,0.032775465,0.966836918,Ribosomal protein L18ae family
Bradi2g46040,-1.320798982,0.890626694,0.02649595,0.998496591,0.066623684,0.956212478,glyoxalase II  3
Bradi2g46043,-0.03488343,NA,0.051759379,0.997258285,0.105178192,NA,NA
Bradi2g46047,0.037690352,NA,-0.355332025,0.980243048,0.293273953,NA,NA
Bradi2g46050,0.572311793,0.890626694,-3.095259366,0.188905684,-0.640627442,NA,Peroxidase superfamily protein
Bradi2g46055,-0.184947275,NA,-1.052675767,NA,2.015644961,NA,homeobox-3
Bradi2g46060,-2.288286986,NA,-0.345583896,0.954583963,0.471259399,0.625656474,RAB GTPase homolog A1F
Bradi2g46070,0.748202892,0.890626694,0.2248981,0.960146759,0.003942064,0.995214148,RING/U-box superfamily protein
Bradi2g46080,0.266953074,0.890626694,0.125667606,0.983201392,0.123764696,0.810896468,Zinc finger C-x8-C-x5-C-x3-H type family protein
Bradi2g46085,0.638709389,0.890626694,0.155036271,0.982691912,-0.359860742,0.563874962,NA
Bradi2g46089,-0.768242098,NA,1.081437922,NA,1.111365724,NA,NA
Bradi2g46093,-3.090219954,0.363683717,-0.557739293,0.905328297,0.154953347,0.865204413,Thioredoxin superfamily protein
Bradi2g46097,-6.702793434,NA,-2.509922176,NA,-0.10981367,NA,lectin protein kinase family protein
Bradi2g46102,0.87913258,NA,-0.970308902,NA,0.592607416,NA,NA
Bradi2g46107,-2.487653424,NA,-1.477285785,NA,0.125362078,NA,NA
Bradi2g46112,NA,NA,-0.940383557,NA,2.597568854,NA,NA
Bradi2g46120,1.102163185,0.890626694,-0.681031117,0.962725578,-1.070591878,0.402968125,FASCICLIN-like arabinogalactan-protein 11
Bradi2g46130,0.049460791,0.962423329,0.204885044,0.962758868,0.103926211,0.81771873,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi2g46140,-3.335974235,NA,-0.288561791,0.983201392,0.715890901,0.485198779,lectin protein kinase family protein
Bradi2g46150,NA,NA,-1.804580903,NA,1.948095537,NA,Phosphotyrosine protein phosphatases superfamily protein
Bradi2g46160,NA,NA,-3.613694531,NA,-0.959384334,NA,Eukaryotic aspartyl protease family protein
